0,1,2,3,4,5,6,7,8,flower_type
0.111078195,0.109659605,0.10500669,0.1126577,0.11897741,0.10599758,0.1101164,0.109583035,0.11692351,5
0.107035324,0.11057307,0.10590291,0.115028046,0.11513386,0.10797409,0.1105726,0.1123648,0.11541526,2
0.10744624,0.11134214,0.10582373,0.1144665,0.11361997,0.10638291,0.112718076,0.1086257,0.119574726,3
0.108179316,0.10857828,0.10797647,0.117251426,0.108293585,0.109727204,0.108598836,0.115703665,0.115691245,6
0.112422496,0.1098707,0.10476871,0.112802155,0.117202096,0.109148316,0.11462737,0.105933525,0.11322457,1
0.11184265,0.109750636,0.10699159,0.112406045,0.11269126,0.11037268,0.111086085,0.1070006,0.11785843,7
0.109563634,0.107999645,0.106940895,0.11269955,0.120804064,0.10991647,0.10637038,0.11361003,0.112095356,6
0.10316675,0.10942699,0.10724856,0.11511798,0.120478675,0.10596688,0.110411026,0.11205697,0.1161262,0
0.10937788,0.11167979,0.10590039,0.112964556,0.11393602,0.10934235,0.11235808,0.10678124,0.11765972,8
0.10545948,0.11227463,0.11227977,0.11671395,0.10581226,0.11294197,0.1100185,0.1095888,0.114910625,0
0.10768734,0.1075945,0.1032572,0.11562792,0.116825186,0.109426685,0.113188155,0.10978579,0.11660722,7
0.10870839,0.11408163,0.10242235,0.11202903,0.11512922,0.107275106,0.11274505,0.10851079,0.119098455,5
0.1084841,0.11247871,0.10423787,0.11512204,0.11439747,0.10864164,0.1105777,0.11075697,0.115303494,4
0.106168605,0.10493413,0.10589049,0.11729825,0.11548522,0.109781355,0.11133218,0.10857327,0.12053655,3
0.10472479,0.1088622,0.10209747,0.114281476,0.12143813,0.10727424,0.11740651,0.10587529,0.118039906,7
0.10782418,0.11235414,0.102844365,0.11585887,0.113441765,0.10708978,0.11314487,0.10897637,0.11846564,2
0.11297249,0.109873496,0.1073329,0.11565932,0.11258004,0.10913674,0.10925002,0.10684315,0.116351835,5
0.11005857,0.10354936,0.09940391,0.111820966,0.11733018,0.11162989,0.11332275,0.11005221,0.12283211,0
0.11110196,0.112591274,0.10403393,0.11511603,0.113124445,0.10790346,0.11207363,0.10868754,0.1153677,5
0.10432745,0.10857585,0.10750367,0.11537122,0.1138904,0.111936875,0.1108364,0.11306414,0.114494,4
0.110293366,0.10900935,0.10809675,0.11309038,0.10914045,0.10918672,0.10990604,0.11157986,0.11969711,6
0.11175547,0.11273497,0.10524051,0.11391528,0.1177,0.110862225,0.107567385,0.10876018,0.11146402,1
0.10966266,0.11148215,0.105797224,0.111653455,0.12657547,0.10865423,0.10999433,0.10267548,0.11350498,7
0.10715353,0.111409694,0.104530625,0.114746034,0.11187748,0.10693589,0.11341899,0.11065768,0.11926997,3
0.118372805,0.111361496,0.10949325,0.11170691,0.12126774,0.10948583,0.10663213,0.10098123,0.11069856,7
0.10918955,0.10826968,0.11324027,0.11284053,0.11215792,0.11136246,0.10756497,0.11133269,0.11404193,7
0.10647313,0.10962493,0.1067693,0.10984694,0.112364635,0.11518746,0.1122236,0.10351522,0.12399472,3
0.11257205,0.110881746,0.10282403,0.11417428,0.12225022,0.104083374,0.113071255,0.10332281,0.11682025,6
